article_id,timestamp,title,content,source,location,severity,event_type,estimated_duration_days,affected_industries,sentiment_score
NEWS_E1762237,2025-05-25T19:58:38,Civil unrest in Singapore impacts industrial operations,Civil unrest in Singapore impacts industrial operations Recovery efforts are underway with estimated timeline of 14 days. Supply chain disruptions expected to last approximately 12 days. Local authorities report significant impact on industrial operations in Singapore.,Reyes-Singh News,Singapore,Medium,Civil Unrest,12,['Logistics'],0.01
NEWS_E04A779D,2025-05-03T09:33:04,Major power outage affects manufacturing in India for 14 days,Major power outage affects manufacturing in India for 14 days Local authorities report significant impact on industrial operations in India. Manufacturing facilities in the region are implementing contingency plans. Recovery efforts are underway with estimated timeline of 16 days.,"Mcgee, Reed and Davis News",India,High,Power Outage,14,"['Logistics', 'Technology']",-0.03
NEWS_64307607,2025-05-10T20:38:37,"Natural disaster hits Philippines, affecting local suppliers","Natural disaster hits Philippines, affecting local suppliers Local authorities report significant impact on industrial operations in Philippines. Recovery efforts are underway with estimated timeline of 14 days. Companies are exploring alternative sourcing options to minimize impact.",Peterson PLC News,Philippines,Medium,Natural Disaster,9,['Logistics'],-0.36
NEWS_9BFF17A3,2025-05-28T12:06:38,Severe weather warning issued for Taiwan,Severe weather warning issued for Taiwan Supply chain disruptions expected to last approximately 6 days. Local authorities report significant impact on industrial operations in Taiwan. Manufacturing facilities in the region are implementing contingency plans.,Novak-Nguyen News,Taiwan,Medium,Severe Weather,6,"['Healthcare', 'Manufacturing', 'Logistics']",-0.7
NEWS_B54FD34D,2025-05-12T20:37:31,Civil unrest in Indonesia impacts industrial operations,Civil unrest in Indonesia impacts industrial operations Recovery efforts are underway with estimated timeline of 16 days. Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Indonesia. Manufacturing facilities in the region are implementing contingency plans.,Henry-Kelly News,Indonesia,Critical,Civil Unrest,14,"['Manufacturing', 'Technology', 'Logistics']",-0.1
NEWS_ED08A8D7,2025-05-17T19:34:49,Transportation network disrupted in Indonesia,Transportation network disrupted in Indonesia Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 6 days. Recovery efforts are underway with estimated timeline of 10 days. Manufacturing facilities in the region are implementing contingency plans.,Lopez-Willis News,Indonesia,Critical,Transportation Disruption,6,"['Technology', 'Logistics', 'Healthcare']",-0.3
NEWS_4478481C,2025-05-18T00:59:35,Regulatory inspection halts operations at Indonesia facility,Regulatory inspection halts operations at Indonesia facility Supply chain disruptions expected to last approximately 11 days. Recovery efforts are underway with estimated timeline of 12 days.,Barton LLC News,Indonesia,Critical,Regulatory Issue,11,['Technology'],-0.74
NEWS_A649398C,2025-05-11T13:18:40,Factory fire in Belgium halts production,Factory fire in Belgium halts production Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Belgium. Companies are exploring alternative sourcing options to minimize impact.,"Jones, Adams and James News",Belgium,Low,Industrial Accident,10,"['Technology', 'Healthcare']",-0.58
NEWS_42D8E9F4,2025-05-07T01:55:19,Major power outage affects manufacturing in Mexico for 8 days,Major power outage affects manufacturing in Mexico for 8 days Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 8 days. Recovery efforts are underway with estimated timeline of 13 days.,"Price, Ward and Davis News",Mexico,Critical,Power Outage,8,"['Healthcare', 'Logistics']",-0.62
NEWS_C477D519,2025-05-14T13:20:02,Major power outage affects manufacturing in Ireland for 3 days,Major power outage affects manufacturing in Ireland for 3 days Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in Ireland.,Ward-Nelson News,Ireland,High,Power Outage,3,['Healthcare'],0.01
NEWS_CC74DFED,2025-05-06T00:33:29,Transportation network disrupted in United Kingdom,Transportation network disrupted in United Kingdom Supply chain disruptions expected to last approximately 11 days. Local authorities report significant impact on industrial operations in United Kingdom. Companies are exploring alternative sourcing options to minimize impact.,Lopez Group News,United Kingdom,Low,Transportation Disruption,11,"['Manufacturing', 'Healthcare']",-0.76
NEWS_43D41F8A,2025-05-26T15:06:39,Severe weather warning issued for Malaysia,Severe weather warning issued for Malaysia Manufacturing facilities in the region are implementing contingency plans. Supply chain disruptions expected to last approximately 5 days. Recovery efforts are underway with estimated timeline of 8 days. Local authorities report significant impact on industrial operations in Malaysia.,"Hunt, Garcia and Davis News",Malaysia,High,Severe Weather,5,['Healthcare'],-0.66
NEWS_94711D58,2025-05-26T11:53:21,Factory fire in Switzerland halts production,Factory fire in Switzerland halts production Local authorities report significant impact on industrial operations in Switzerland. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Recovery efforts are underway with estimated timeline of 12 days.,Carlson LLC News,Switzerland,Critical,Industrial Accident,7,['Logistics'],-0.13
NEWS_A5D5A217,2025-05-18T07:00:39,COVID-19 outbreak forces Malaysia facility closure,COVID-19 outbreak forces Malaysia facility closure Recovery efforts are underway with estimated timeline of 9 days. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans. Supply chain disruptions expected to last approximately 4 days.,Carter Group News,Malaysia,High,Health Crisis,4,['Healthcare'],0.01
NEWS_DE5046F5,2025-05-03T16:51:30,Factory fire in Belgium halts production,Factory fire in Belgium halts production Recovery efforts are underway with estimated timeline of 8 days. Local authorities report significant impact on industrial operations in Belgium. Supply chain disruptions expected to last approximately 4 days.,"Santana, Stein and Spence News",Belgium,Medium,Industrial Accident,4,"['Logistics', 'Technology', 'Manufacturing']",-0.4
NEWS_ED3149E5,2025-05-27T08:33:30,Severe weather warning issued for Philippines,Severe weather warning issued for Philippines Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 8 days. Manufacturing facilities in the region are implementing contingency plans.,"Jackson, James and Taylor News",Philippines,High,Severe Weather,6,"['Manufacturing', 'Healthcare']",-0.06
NEWS_5336B3CE,2025-05-14T05:01:11,"Natural disaster hits Vietnam, affecting local suppliers","Natural disaster hits Vietnam, affecting local suppliers Recovery efforts are underway with estimated timeline of 11 days. Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 6 days. Local authorities report significant impact on industrial operations in Vietnam.",Snyder-Brown News,Vietnam,Critical,Natural Disaster,6,['Technology'],-0.77
NEWS_E8AD85A5,2025-05-20T16:36:39,Severe weather warning issued for India,Severe weather warning issued for India Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in India. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 14 days.,Fisher-Washington News,India,Medium,Severe Weather,10,['Technology'],-0.97
NEWS_F0F80DE3,2025-05-03T07:47:46,Port strike in Malaysia disrupts shipping operations,Port strike in Malaysia disrupts shipping operations Supply chain disruptions expected to last approximately 7 days. Manufacturing facilities in the region are implementing contingency plans.,King-Wright News,Malaysia,Low,Labor Strike,7,"['Manufacturing', 'Logistics']",-0.38
NEWS_7095CDD6,2025-05-23T15:49:41,Severe weather warning issued for Thailand,Severe weather warning issued for Thailand Supply chain disruptions expected to last approximately 14 days. Local authorities report significant impact on industrial operations in Thailand. Companies are exploring alternative sourcing options to minimize impact.,"Jensen, Ellis and Taylor News",Thailand,Critical,Severe Weather,14,"['Manufacturing', 'Logistics']",0.15
NEWS_7AB140C8,2025-04-29T22:03:39,"Natural disaster hits Malaysia, affecting local suppliers","Natural disaster hits Malaysia, affecting local suppliers Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 16 days. Local authorities report significant impact on industrial operations in Malaysia.",Cook-Oliver News,Malaysia,High,Natural Disaster,14,"['Logistics', 'Healthcare', 'Technology']",-0.67
NEWS_3D037FC2,2025-05-15T14:07:13,"Natural disaster hits United States, affecting local suppliers","Natural disaster hits United States, affecting local suppliers Recovery efforts are underway with estimated timeline of 9 days. Supply chain disruptions expected to last approximately 8 days. Manufacturing facilities in the region are implementing contingency plans.",Cook-Ochoa News,United States,High,Natural Disaster,8,"['Technology', 'Logistics', 'Healthcare']",-0.31
NEWS_A1FA1D45,2025-05-28T10:41:39,Port strike in Israel disrupts shipping operations,Port strike in Israel disrupts shipping operations Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 9 days.,Evans PLC News,Israel,Medium,Labor Strike,5,"['Logistics', 'Manufacturing']",0.08
NEWS_9133B2A5,2025-05-09T08:11:07,Factory fire in Israel halts production,Factory fire in Israel halts production Supply chain disruptions expected to last approximately 8 days. Local authorities report significant impact on industrial operations in Israel. Recovery efforts are underway with estimated timeline of 12 days. Companies are exploring alternative sourcing options to minimize impact.,Edwards-Oconnell News,Israel,Medium,Industrial Accident,8,['Healthcare'],0.06
NEWS_E3CDB3DF,2025-05-15T01:59:55,Civil unrest in Canada impacts industrial operations,Civil unrest in Canada impacts industrial operations Supply chain disruptions expected to last approximately 11 days. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 12 days. Local authorities report significant impact on industrial operations in Canada.,Navarro-Chen News,Canada,High,Civil Unrest,11,['Manufacturing'],-0.39
NEWS_F2D9FC8B,2025-05-27T13:07:27,Factory fire in Italy halts production,Factory fire in Italy halts production Supply chain disruptions expected to last approximately 8 days. Local authorities report significant impact on industrial operations in Italy. Recovery efforts are underway with estimated timeline of 10 days.,Nguyen LLC News,Italy,Low,Industrial Accident,8,['Technology'],-0.54
NEWS_13BCA0EF,2025-05-18T15:58:44,Factory fire in Israel halts production,Factory fire in Israel halts production Local authorities report significant impact on industrial operations in Israel. Recovery efforts are underway with estimated timeline of 16 days. Supply chain disruptions expected to last approximately 14 days.,Wilson-Elliott News,Israel,Low,Industrial Accident,14,"['Logistics', 'Technology', 'Healthcare']",-0.42
NEWS_C5ABC8AC,2025-05-28T08:10:15,Port strike in China disrupts shipping operations,Port strike in China disrupts shipping operations Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 9 days. Recovery efforts are underway with estimated timeline of 11 days. Manufacturing facilities in the region are implementing contingency plans.,"White, Saunders and Johnson News",China,Medium,Labor Strike,9,['Manufacturing'],-0.27
NEWS_41CB77A4,2025-05-22T00:00:18,Civil unrest in Thailand impacts industrial operations,Civil unrest in Thailand impacts industrial operations Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 2 days. Local authorities report significant impact on industrial operations in Thailand. Manufacturing facilities in the region are implementing contingency plans.,"Clark, Salinas and Guerra News",Thailand,High,Civil Unrest,2,['Technology'],-0.57
NEWS_A29D01E6,2025-05-02T22:45:07,Major power outage affects manufacturing in Malaysia for 11 days,Major power outage affects manufacturing in Malaysia for 11 days Companies are exploring alternative sourcing options to minimize impact. Local authorities report significant impact on industrial operations in Malaysia.,Chambers-Taylor News,Malaysia,Low,Power Outage,11,"['Healthcare', 'Logistics']",-0.94
NEWS_CE4FCF0A,2025-05-14T07:00:07,Major power outage affects manufacturing in United States for 13 days,Major power outage affects manufacturing in United States for 13 days Supply chain disruptions expected to last approximately 13 days. Manufacturing facilities in the region are implementing contingency plans.,King and Sons News,United States,Medium,Power Outage,13,['Manufacturing'],-0.98
NEWS_BC51BCD9,2025-05-20T03:09:22,Major power outage affects manufacturing in United States for 6 days,Major power outage affects manufacturing in United States for 6 days Local authorities report significant impact on industrial operations in United States. Supply chain disruptions expected to last approximately 6 days. Recovery efforts are underway with estimated timeline of 8 days. Manufacturing facilities in the region are implementing contingency plans.,Jones-Ewing News,United States,Medium,Power Outage,6,['Technology'],-0.38
NEWS_F016FC2D,2025-05-22T20:31:31,Severe weather warning issued for Italy,Severe weather warning issued for Italy Supply chain disruptions expected to last approximately 9 days. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 11 days. Local authorities report significant impact on industrial operations in Italy.,"Morales, Hunter and Knapp News",Italy,Medium,Severe Weather,9,['Manufacturing'],-0.57
NEWS_CD452C3A,2025-05-19T21:31:55,Major power outage affects manufacturing in Thailand for 7 days,Major power outage affects manufacturing in Thailand for 7 days Companies are exploring alternative sourcing options to minimize impact. Supply chain disruptions expected to last approximately 7 days.,"Johnson, Schmitt and Miles News",Thailand,Critical,Power Outage,7,['Manufacturing'],-0.21
NEWS_940F53BF,2025-05-25T15:43:01,Regulatory inspection halts operations at South Korea facility,Regulatory inspection halts operations at South Korea facility Supply chain disruptions expected to last approximately 6 days. Companies are exploring alternative sourcing options to minimize impact.,"Little, Miller and Mack News",South Korea,High,Regulatory Issue,6,"['Technology', 'Manufacturing', 'Healthcare']",-0.7
NEWS_7DE42F27,2025-05-16T19:47:29,Regulatory inspection halts operations at India facility,Regulatory inspection halts operations at India facility Supply chain disruptions expected to last approximately 6 days. Manufacturing facilities in the region are implementing contingency plans. Local authorities report significant impact on industrial operations in India. Recovery efforts are underway with estimated timeline of 10 days.,Holland Inc News,India,Critical,Regulatory Issue,6,['Healthcare'],-0.98
NEWS_0402347D,2025-05-26T22:22:32,COVID-19 outbreak forces Mexico facility closure,COVID-19 outbreak forces Mexico facility closure Supply chain disruptions expected to last approximately 7 days. Local authorities report significant impact on industrial operations in Mexico. Companies are exploring alternative sourcing options to minimize impact. Manufacturing facilities in the region are implementing contingency plans.,"Byrd, Ross and Goodwin News",Mexico,Low,Health Crisis,7,"['Logistics', 'Healthcare']",-0.49
NEWS_3655A896,2025-05-20T11:41:36,Regulatory inspection halts operations at Singapore facility,Regulatory inspection halts operations at Singapore facility Manufacturing facilities in the region are implementing contingency plans. Companies are exploring alternative sourcing options to minimize impact.,Smith LLC News,Singapore,High,Regulatory Issue,2,['Logistics'],-0.55
NEWS_2FE84232,2025-05-10T08:49:35,Major power outage affects manufacturing in Indonesia for 4 days,Major power outage affects manufacturing in Indonesia for 4 days Manufacturing facilities in the region are implementing contingency plans. Supply chain disruptions expected to last approximately 4 days. Companies are exploring alternative sourcing options to minimize impact.,"Burgess, Grant and Watts News",Indonesia,High,Power Outage,4,"['Manufacturing', 'Healthcare', 'Logistics']",-0.22
NEWS_2C173A2E,2025-05-10T07:41:49,Major power outage affects manufacturing in Japan for 4 days,Major power outage affects manufacturing in Japan for 4 days Supply chain disruptions expected to last approximately 4 days. Recovery efforts are underway with estimated timeline of 7 days. Manufacturing facilities in the region are implementing contingency plans.,Brooks-Ford News,Japan,Low,Power Outage,4,"['Logistics', 'Healthcare', 'Manufacturing']",-0.27
NEWS_DFC86754,2025-05-28T03:56:00,Transportation network disrupted in Ireland,Transportation network disrupted in Ireland Local authorities report significant impact on industrial operations in Ireland. Recovery efforts are underway with estimated timeline of 8 days. Supply chain disruptions expected to last approximately 6 days.,"Mason, Cooper and Johnson News",Ireland,Low,Transportation Disruption,6,['Manufacturing'],-0.24
NEWS_30918D52,2025-05-04T15:59:06,New trade tariffs imposed on goods from Vietnam,New trade tariffs imposed on goods from Vietnam Recovery efforts are underway with estimated timeline of 4 days. Supply chain disruptions expected to last approximately 3 days.,Perry-Nixon News,Vietnam,Medium,Trade Policy,3,"['Manufacturing', 'Logistics', 'Healthcare']",-0.63
NEWS_B9CFD74A,2025-05-05T05:24:25,New trade tariffs imposed on goods from Israel,New trade tariffs imposed on goods from Israel Recovery efforts are underway with estimated timeline of 8 days. Supply chain disruptions expected to last approximately 4 days.,"Thomas, Collins and Gibson News",Israel,High,Trade Policy,4,"['Technology', 'Healthcare']",-0.76
NEWS_0EC87689,2025-05-09T15:11:39,Port strike in France disrupts shipping operations,Port strike in France disrupts shipping operations Supply chain disruptions expected to last approximately 6 days. Companies are exploring alternative sourcing options to minimize impact. Recovery efforts are underway with estimated timeline of 10 days.,"Webb, Alvarez and Kim News",France,Critical,Labor Strike,6,"['Technology', 'Manufacturing', 'Logistics']",-0.98
NEWS_5E1CD7AD,2025-05-21T13:18:56,Factory fire in Ireland halts production,Factory fire in Ireland halts production Recovery efforts are underway with estimated timeline of 15 days. Supply chain disruptions expected to last approximately 14 days. Manufacturing facilities in the region are implementing contingency plans.,Jones-Williams News,Ireland,Medium,Industrial Accident,14,"['Technology', 'Logistics']",-0.63
